region_id,name,kind,type,year,quarter,download_mbps,upload_mbps,latency_ms,tile_median_download_mbps,tests,devices,tiles
C-ganja,Ganja,city,mobile,2019,1,13.845,7.508,88.54,13.513,413.0,203.0,87
C-lankaran,Lankaran,city,mobile,2019,1,28.764,9.692,27.41,25.143,114.0,67.0,26
C-mingachevir,Mingachevir,city,mobile,2019,1,23.92,12.784,53.77,9.485,84.0,38.0,25
C-nakhchivan,Nakhchivan,city,mobile,2019,1,13.458,4.61,146.85,9.306,147.0,86.0,37
C-shaki,Shaki,city,mobile,2019,1,17.845,11.492,71.51,15.209,110.0,70.0,26
C-shirvan,Shirvan,city,mobile,2019,1,32.045,14.337,24.15,33.26,65.0,47.0,21
C-sumqayit,Sumqayit,city,mobile,2019,1,35.605,13.398,32.77,33.632,875.0,554.0,165
C-yevlakh,Yevlakh,city,mobile,2019,1,37.963,13.196,28.03,30.99,58.0,32.0,18
D-absheron,Absheron,district,mobile,2019,1,35.692,14.423,27.28,29.856,987.0,593.0,223
D-agdam,Agdam,district,mobile,2019,1,17.75,7.21,45.55,10.249,22.0,13.0,10
D-agdash,Agdash,district,mobile,2019,1,14.218,7.771,31.55,9.862,64.0,45.0,31
D-aghjabadi,Aghjabadi,district,mobile,2019,1,12.277,4.213,34.86,10.906,44.0,35.0,33
D-agstafa,Agstafa,district,mobile,2019,1,13.592,7.622,71.9,10.56,105.0,58.0,31
D-agsu,Agsu,district,mobile,2019,1,23.464,6.488,33.46,15.841,65.0,36.0,32
D-astara,Astara,district,mobile,2019,1,14.193,7.253,36.53,13.326,53.0,32.0,22
D-babek,Babek,district,mobile,2019,1,12.366,3.479,118.13,5.887,30.0,18.0,17
D-balakan,Balakan,district,mobile,2019,1,25.261,8.385,78.07,19.408,140.0,81.0,46
D-barda,Barda,district,mobile,2019,1,14.728,8.127,35.94,9.288,86.0,51.0,40
D-beylagan,Beylagan,district,mobile,2019,1,10.281,11.962,50.36,8.313,44.0,22.0,17
D-bilasuvar,Bilasuvar,district,mobile,2019,1,12.119,7.244,32.86,10.509,80.0,41.0,32
D-dashkasan,Dashkasan,district,mobile,2019,1,57.996,7.588,92.0,57.996,2.0,1.0,1
D-fuzuli,Fuzuli,district,mobile,2019,1,10.525,4.373,38.7,2.697,23.0,13.0,13
D-gadabay,Gadabay,district,mobile,2019,1,4.485,1.73,88.8,3.24,10.0,7.0,7
D-gobustan,Gobustan,district,mobile,2019,1,9.068,6.848,41.48,9.782,21.0,15.0,14
D-goranboy,Goranboy,district,mobile,2019,1,9.138,6.437,81.64,6.612,11.0,8.0,8
D-goychay,Goychay,district,mobile,2019,1,10.266,9.159,33.92,7.092,115.0,63.0,40
D-goygol,Goygol,district,mobile,2019,1,12.662,4.981,91.24,9.117,169.0,80.0,67
D-hajigabul,Hajigabul,district,mobile,2019,1,15.546,7.086,29.92,12.025,109.0,71.0,52
D-imishli,Imishli,district,mobile,2019,1,11.385,6.741,30.3,9.944,151.0,58.0,37
D-ismailli,Ismailli,district,mobile,2019,1,13.568,5.35,46.11,13.667,64.0,28.0,27
D-jalilabad,Jalilabad,district,mobile,2019,1,19.24,11.104,43.55,16.52,85.0,52.0,40
D-julfa,Julfa,district,mobile,2019,1,14.014,3.124,132.52,8.998,29.0,19.0,17
D-kalbajar,Kalbajar,district,mobile,2019,1,3.67,1.835,32.0,3.67,9.0,2.0,1
D-kangarli,Kangarli,district,mobile,2019,1,22.871,10.632,98.67,12.178,15.0,10.0,10
D-khachmaz,Khachmaz,district,mobile,2019,1,22.638,9.048,34.44,16.523,313.0,204.0,121
D-khizi,Khizi,district,mobile,2019,1,35.267,12.786,41.44,20.702,34.0,24.0,23
D-khojaly,Khojaly,district,mobile,2019,1,2.11,0.358,86.0,2.066,6.0,5.0,5
D-kurdamir,Kurdamir,district,mobile,2019,1,10.602,4.816,35.09,8.79,65.0,44.0,36
D-lachin,Lachin,district,mobile,2019,1,15.33,3.796,29.6,18.526,5.0,4.0,3
D-lankaran,Lankaran,district,mobile,2019,1,15.301,7.151,31.37,10.018,153.0,86.0,66
D-lerik,Lerik,district,mobile,2019,1,21.666,5.707,76.2,19.22,5.0,4.0,4
D-masally,Masally,district,mobile,2019,1,19.587,6.999,35.95,11.662,147.0,91.0,72
D-neftchala,Neftchala,district,mobile,2019,1,15.551,7.101,33.49,12.917,140.0,57.0,41
D-oghuz,Oghuz,district,mobile,2019,1,19.243,6.709,41.74,9.031,66.0,32.0,24
D-ordubad,Ordubad,district,mobile,2019,1,13.099,3.414,134.0,15.569,3.0,2.0,2
D-qabala,Qabala,district,mobile,2019,1,15.701,6.702,37.8,15.011,141.0,76.0,57
D-qakh,Qakh,district,mobile,2019,1,6.234,1.787,87.0,4.534,14.0,12.0,11
D-qazakh,Qazakh,district,mobile,2019,1,11.599,8.771,84.73,6.035,146.0,38.0,29
D-quba,Quba,district,mobile,2019,1,20.705,9.877,28.0,13.315,323.0,154.0,83
D-qubadli,Qubadli,district,mobile,2019,1,54.362,5.552,33.5,54.362,2.0,2.0,2
D-qusar,Qusar,district,mobile,2019,1,32.447,12.493,28.94,12.516,243.0,111.0,69
D-saatly,Saatly,district,mobile,2019,1,12.849,5.659,33.09,14.844,55.0,30.0,24
D-sabirabad,Sabirabad,district,mobile,2019,1,12.068,7.522,34.01,7.372,101.0,60.0,41
D-sadarak,Sadarak,district,mobile,2019,1,16.41,6.004,122.0,16.41,1.0,1.0,1
D-salyan,Salyan,district,mobile,2019,1,23.678,12.882,29.66,10.688,140.0,91.0,67
D-samukh,Samukh,district,mobile,2019,1,9.518,4.066,91.9,8.465,60.0,31.0,29
D-shabran,Shabran,district,mobile,2019,1,16.569,11.573,30.33,12.256,63.0,40.0,33
D-shahbuz,Shahbuz,district,mobile,2019,1,10.382,2.894,106.5,10.382,2.0,2.0,2
D-shaki,Shaki,district,mobile,2019,1,11.043,4.501,71.66,8.51,79.0,35.0,33
D-shamakhi,Shamakhi,district,mobile,2019,1,20.13,10.16,34.33,12.232,40.0,32.0,26
D-shamkir,Shamkir,district,mobile,2019,1,10.33,4.786,70.34,6.3,194.0,92.0,68
D-sharur,Sharur,district,mobile,2019,1,25.074,4.637,129.47,17.051,19.0,14.0,7
D-siazan,Siazan,district,mobile,2019,1,26.389,15.02,27.45,18.446,38.0,24.0,23
D-tartar,Tartar,district,mobile,2019,1,4.277,4.991,62.6,4.724,20.0,12.0,11
D-tovuz,Tovuz,district,mobile,2019,1,11.606,7.753,84.61,7.088,64.0,48.0,36
D-ujar,Ujar,district,mobile,2019,1,14.531,5.408,44.95,11.176,55.0,31.0,26
D-yardymli,Yardymli,district,mobile,2019,1,7.339,3.312,94.48,10.077,31.0,10.0,9
D-yevlakh,Yevlakh,district,mobile,2019,1,13.245,4.157,41.76,9.968,25.0,18.0,17
D-zangilan,Zangilan,district,mobile,2019,1,3.788,1.673,32.67,8.192,9.0,3.0,3
D-zaqatala,Zaqatala,district,mobile,2019,1,8.354,3.298,66.5,8.199,10.0,7.0,7
D-zardab,Zardab,district,mobile,2019,1,12.544,6.189,36.96,8.922,28.0,15.0,13
C-baku,Baku,city,mobile,2019,2,35.191,16.837,28.22,30.006,11700.0,7516.0,1768
C-ganja,Ganja,city,mobile,2019,2,13.891,8.105,95.99,10.852,340.0,184.0,86
C-lankaran,Lankaran,city,mobile,2019,2,30.215,12.58,27.06,22.076,103.0,67.0,26
C-mingachevir,Mingachevir,city,mobile,2019,2,21.591,12.072,70.8,17.266,123.0,69.0,36
C-nakhchivan,Nakhchivan,city,mobile,2019,2,14.63,4.396,134.15,10.034,175.0,99.0,41
C-shaki,Shaki,city,mobile,2019,2,23.043,11.471,77.86,18.873,86.0,51.0,23
C-shirvan,Shirvan,city,mobile,2019,2,20.717,8.742,26.53,21.183,79.0,48.0,18
C-sumqayit,Sumqayit,city,mobile,2019,2,32.367,13.831,30.7,31.02,731.0,501.0,164
C-yevlakh,Yevlakh,city,mobile,2019,2,37.279,17.519,27.42,37.47,50.0,31.0,22
D-absheron,Absheron,district,mobile,2019,2,29.975,12.689,29.37,23.958,893.0,525.0,222
D-agdam,Agdam,district,mobile,2019,2,5.06,2.004,43.36,5.321,22.0,10.0,7
D-agdash,Agdash,district,mobile,2019,2,20.614,10.803,29.37,16.087,71.0,41.0,31
D-aghjabadi,Aghjabadi,district,mobile,2019,2,11.976,4.825,39.09,9.969,53.0,20.0,18
D-agstafa,Agstafa,district,mobile,2019,2,21.291,12.15,65.55,11.388,67.0,36.0,22
D-agsu,Agsu,district,mobile,2019,2,19.452,9.13,36.02,10.87,59.0,39.0,32
D-astara,Astara,district,mobile,2019,2,13.366,6.809,31.85,13.431,62.0,36.0,29
D-babek,Babek,district,mobile,2019,2,21.78,4.065,118.17,14.118,18.0,11.0,10
D-balakan,Balakan,district,mobile,2019,2,27.405,8.929,74.36,18.134,78.0,55.0,30
D-barda,Barda,district,mobile,2019,2,18.715,10.706,33.2,12.171,97.0,59.0,47
D-beylagan,Beylagan,district,mobile,2019,2,14.043,8.199,33.46,8.39,41.0,26.0,21
D-bilasuvar,Bilasuvar,district,mobile,2019,2,36.669,14.744,44.71,23.051,56.0,34.0,26
D-dashkasan,Dashkasan,district,mobile,2019,2,16.74,15.032,98.0,16.74,2.0,2.0,2
D-fuzuli,Fuzuli,district,mobile,2019,2,20.603,7.587,44.0,3.868,4.0,4.0,4
D-gadabay,Gadabay,district,mobile,2019,2,11.039,3.482,80.38,11.486,8.0,5.0,4
D-gobustan,Gobustan,district,mobile,2019,2,26.765,7.252,33.91,26.736,35.0,19.0,19
D-goranboy,Goranboy,district,mobile,2019,2,15.763,9.899,105.62,13.014,34.0,27.0,24
D-goychay,Goychay,district,mobile,2019,2,20.706,8.414,33.23,11.742,91.0,48.0,36
D-goygol,Goygol,district,mobile,2019,2,8.854,4.76,109.41,7.74,93.0,49.0,40
D-hajigabul,Hajigabul,district,mobile,2019,2,21.853,9.007,27.95,13.817,79.0,53.0,38
D-imishli,Imishli,district,mobile,2019,2,18.771,9.533,29.71,11.957,119.0,40.0,31
D-ismailli,Ismailli,district,mobile,2019,2,10.36,4.753,47.98,6.367,66.0,39.0,36
D-jalilabad,Jalilabad,district,mobile,2019,2,13.591,7.413,33.87,11.3,165.0,71.0,56
D-julfa,Julfa,district,mobile,2019,2,15.687,3.092,152.22,9.105,18.0,14.0,13
D-kalbajar,Kalbajar,district,mobile,2019,2,8.037,2.472,27.0,8.037,1.0,1.0,1
D-kangarli,Kangarli,district,mobile,2019,2,27.758,3.676,132.56,31.443,18.0,10.0,7
D-khachmaz,Khachmaz,district,mobile,2019,2,26.037,9.703,34.71,16.973,215.0,138.0,93
D-khizi,Khizi,district,mobile,2019,2,17.712,23.708,22.97,16.102,33.0,17.0,16
D-khojaly,Khojaly,district,mobile,2019,2,1.62,0.457,186.75,2.045,16.0,9.0,5
D-kurdamir,Kurdamir,district,mobile,2019,2,19.653,6.658,36.38,7.894,34.0,25.0,24
D-lachin,Lachin,district,mobile,2019,2,1.067,1.595,28.0,1.067,2.0,2.0,2
D-lankaran,Lankaran,district,mobile,2019,2,24.338,7.685,30.11,15.228,134.0,79.0,60
D-lerik,Lerik,district,mobile,2019,2,18.112,3.715,31.83,11.9,12.0,11.0,10
D-masally,Masally,district,mobile,2019,2,21.32,9.186,30.28,17.26,130.0,84.0,67
D-neftchala,Neftchala,district,mobile,2019,2,18.177,7.153,40.58,17.646,99.0,54.0,28
D-oghuz,Oghuz,district,mobile,2019,2,34.701,15.754,27.02,16.484,42.0,16.0,12
D-ordubad,Ordubad,district,mobile,2019,2,26.657,3.557,106.12,22.147,16.0,12.0,11
D-qabala,Qabala,district,mobile,2019,2,19.1,7.704,32.22,14.81,147.0,90.0,68
D-qakh,Qakh,district,mobile,2019,2,12.133,6.196,106.17,7.938,12.0,11.0,11
D-qazakh,Qazakh,district,mobile,2019,2,8.133,5.272,87.17,3.86,35.0,24.0,20
D-quba,Quba,district,mobile,2019,2,19.118,7.801,30.91,12.588,190.0,131.0,78
D-qusar,Qusar,district,mobile,2019,2,23.008,9.016,33.95,12.178,172.0,101.0,77
D-saatly,Saatly,district,mobile,2019,2,22.108,8.79,27.1,14.309,42.0,24.0,18
D-sabirabad,Sabirabad,district,mobile,2019,2,17.875,7.975,27.02,9.447,64.0,46.0,35
D-sadarak,Sadarak,district,mobile,2019,2,15.884,4.14,129.14,7.392,7.0,7.0,7
D-salyan,Salyan,district,mobile,2019,2,21.729,9.025,29.25,16.961,136.0,72.0,51
D-samukh,Samukh,district,mobile,2019,2,9.955,3.53,70.17,5.396,24.0,18.0,17
D-shabran,Shabran,district,mobile,2019,2,21.416,12.514,25.21,16.298,86.0,43.0,28
D-shahbuz,Shahbuz,district,mobile,2019,2,38.587,5.63,128.25,36.563,8.0,4.0,3
D-shaki,Shaki,district,mobile,2019,2,17.111,6.252,88.56,13.52,48.0,42.0,36
D-shamakhi,Shamakhi,district,mobile,2019,2,18.156,10.098,28.09,14.423,46.0,40.0,31
D-shamkir,Shamkir,district,mobile,2019,2,14.628,8.32,72.41,10.495,92.0,66.0,51
D-sharur,Sharur,district,mobile,2019,2,16.39,4.165,116.71,8.587,24.0,17.0,17
D-siazan,Siazan,district,mobile,2019,2,32.996,16.888,24.47,18.681,32.0,22.0,19
D-tartar,Tartar,district,mobile,2019,2,11.24,8.774,64.09,6.141,23.0,18.0,14
D-tovuz,Tovuz,district,mobile,2019,2,17.557,9.109,76.34,7.986,53.0,44.0,37
D-ujar,Ujar,district,mobile,2019,2,20.531,6.292,29.9,17.094,21.0,19.0,17
D-yardymli,Yardymli,district,mobile,2019,2,22.076,10.353,57.07,13.522,27.0,18.0,16
D-yevlakh,Yevlakh,district,mobile,2019,2,39.356,21.977,44.05,13.207,38.0,20.0,18
D-zangilan,Zangilan,district,mobile,2019,2,5.876,2.056,29.33,5.693,3.0,3.0,3
D-zaqatala,Zaqatala,district,mobile,2019,2,14.178,3.643,104.44,9.876,16.0,13.0,11
D-zardab,Zardab,district,mobile,2019,2,5.946,3.372,57.55,3.099,44.0,9.0,7
C-baku,Baku,city,mobile,2019,3,38.52,18.431,24.65,32.926,14199.0,9386.0,2007
C-ganja,Ganja,city,mobile,2019,3,14.423,6.579,87.56,13.138,411.0,239.0,96
C-lankaran,Lankaran,city,mobile,2019,3,23.572,12.844,24.09,19.067,103.0,74.0,29
C-mingachevir,Mingachevir,city,mobile,2019,3,16.625,10.917,78.63,11.061,95.0,67.0,35
C-nakhchivan,Nakhchivan,city,mobile,2019,3,18.905,5.641,101.94,13.919,313.0,171.0,59
C-shaki,Shaki,city,mobile,2019,3,20.2,9.892,79.32,17.675,71.0,51.0,27
C-shirvan,Shirvan,city,mobile,2019,3,24.184,11.205,23.98,22.675,66.0,44.0,17
C-sumqayit,Sumqayit,city,mobile,2019,3,36.158,15.036,26.75,29.768,846.0,565.0,165
C-yevlakh,Yevlakh,city,mobile,2019,3,34.202,13.529,24.95,24.281,87.0,56.0,25
D-absheron,Absheron,district,mobile,2019,3,33.227,14.043,27.33,26.811,977.0,578.0,241
D-agdam,Agdam,district,mobile,2019,3,23.51,10.194,39.93,16.127,28.0,16.0,12
D-agdash,Agdash,district,mobile,2019,3,17.264,9.303,30.52,7.991,65.0,43.0,27
D-aghjabadi,Aghjabadi,district,mobile,2019,3,18.001,8.447,33.14,11.668,133.0,42.0,26
D-agstafa,Agstafa,district,mobile,2019,3,14.858,9.935,97.55,10.31,74.0,58.0,41
D-agsu,Agsu,district,mobile,2019,3,25.633,10.226,30.14,22.34,37.0,33.0,28
D-astara,Astara,district,mobile,2019,3,23.954,11.477,31.78,17.908,119.0,63.0,52
D-babek,Babek,district,mobile,2019,3,16.475,2.957,117.57,12.11,37.0,30.0,26
D-balakan,Balakan,district,mobile,2019,3,23.476,10.345,81.39,21.368,94.0,63.0,38
D-barda,Barda,district,mobile,2019,3,14.63,7.577,42.09,11.663,127.0,81.0,55
D-beylagan,Beylagan,district,mobile,2019,3,18.939,8.076,34.64,16.516,67.0,34.0,24
D-bilasuvar,Bilasuvar,district,mobile,2019,3,20.483,10.271,28.77,19.275,43.0,32.0,27
D-dashkasan,Dashkasan,district,mobile,2019,3,10.654,4.624,124.67,6.811,27.0,13.0,10
D-fuzuli,Fuzuli,district,mobile,2019,3,10.312,7.148,29.88,8.67,40.0,16.0,16
D-gadabay,Gadabay,district,mobile,2019,3,17.539,5.327,80.17,10.621,54.0,38.0,30
D-gobustan,Gobustan,district,mobile,2019,3,32.561,8.689,25.85,14.084,20.0,19.0,18
D-goranboy,Goranboy,district,mobile,2019,3,16.344,10.835,78.03,12.404,79.0,45.0,38
D-goychay,Goychay,district,mobile,2019,3,21.395,11.554,35.74,13.232,85.0,51.0,36
D-goygol,Goygol,district,mobile,2019,3,16.835,7.121,95.59,11.334,171.0,97.0,70
D-hajigabul,Hajigabul,district,mobile,2019,3,28.731,12.79,28.3,16.75,130.0,96.0,64
D-imishli,Imishli,district,mobile,2019,3,17.642,9.61,29.16,14.573,98.0,53.0,35
D-ismailli,Ismailli,district,mobile,2019,3,33.496,11.577,39.87,27.285,142.0,93.0,75
D-jalilabad,Jalilabad,district,mobile,2019,3,17.09,10.751,32.39,13.558,152.0,59.0,46
D-julfa,Julfa,district,mobile,2019,3,29.098,4.969,106.09,29.941,23.0,15.0,12
D-kangarli,Kangarli,district,mobile,2019,3,38.814,17.586,59.57,13.671,7.0,7.0,7
D-khachmaz,Khachmaz,district,mobile,2019,3,31.796,12.492,31.14,27.931,291.0,211.0,115
D-khizi,Khizi,district,mobile,2019,3,25.541,7.336,38.0,11.636,38.0,21.0,20
D-khojaly,Khojaly,district,mobile,2019,3,1.043,0.165,225.29,0.982,7.0,6.0,6
D-kurdamir,Kurdamir,district,mobile,2019,3,15.727,7.941,42.0,13.382,40.0,30.0,27
D-lachin,Lachin,district,mobile,2019,3,25.859,11.951,22.78,26.643,18.0,3.0,3
D-lankaran,Lankaran,district,mobile,2019,3,25.083,9.924,28.83,19.934,162.0,115.0,89
D-lerik,Lerik,district,mobile,2019,3,14.301,6.299,70.89,9.966,44.0,30.0,19
D-masally,Masally,district,mobile,2019,3,24.513,8.646,27.93,20.677,181.0,122.0,88
D-neftchala,Neftchala,district,mobile,2019,3,23.292,7.025,33.74,16.835,80.0,61.0,42
D-oghuz,Oghuz,district,mobile,2019,3,27.427,12.6,48.3,15.125,84.0,38.0,28
D-ordubad,Ordubad,district,mobile,2019,3,30.658,4.659,107.46,26.087,28.0,22.0,15
D-qabala,Qabala,district,mobile,2019,3,19.804,9.702,43.26,15.994,276.0,208.0,128
D-qakh,Qakh,district,mobile,2019,3,27.284,11.892,153.32,32.465,41.0,20.0,15
D-qazakh,Qazakh,district,mobile,2019,3,11.379,7.124,79.0,8.893,49.0,36.0,28
D-quba,Quba,district,mobile,2019,3,19.88,9.141,26.23,14.412,308.0,206.0,121
D-qubadli,Qubadli,district,mobile,2019,3,2.938,0.753,33.0,3.469,4.0,3.0,3
D-qusar,Qusar,district,mobile,2019,3,23.654,9.45,31.7,18.414,175.0,131.0,89
D-saatly,Saatly,district,mobile,2019,3,19.927,8.421,52.55,9.655,65.0,38.0,34
D-sabirabad,Sabirabad,district,mobile,2019,3,24.312,10.445,28.81,16.611,96.0,61.0,47
D-sadarak,Sadarak,district,mobile,2019,3,11.928,3.436,133.0,12.356,4.0,3.0,3
D-salyan,Salyan,district,mobile,2019,3,27.223,12.764,33.52,17.38,138.0,87.0,57
D-samukh,Samukh,district,mobile,2019,3,20.011,10.226,77.53,14.488,30.0,20.0,19
D-shabran,Shabran,district,mobile,2019,3,18.107,12.601,22.68,15.096,75.0,41.0,30
D-shahbuz,Shahbuz,district,mobile,2019,3,20.571,7.342,89.25,15.137,4.0,4.0,4
D-shaki,Shaki,district,mobile,2019,3,25.15,7.543,87.21,21.95,171.0,78.0,56
D-shamakhi,Shamakhi,district,mobile,2019,3,20.221,11.618,28.21,11.698,160.0,80.0,52
D-shamkir,Shamkir,district,mobile,2019,3,18.667,11.243,67.11,14.588,200.0,108.0,77
D-sharur,Sharur,district,mobile,2019,3,15.811,3.808,104.31,7.468,49.0,29.0,22
D-siazan,Siazan,district,mobile,2019,3,28.037,8.763,48.44,20.41,25.0,20.0,16
D-tartar,Tartar,district,mobile,2019,3,6.315,10.622,55.26,6.557,34.0,19.0,11
D-tovuz,Tovuz,district,mobile,2019,3,10.796,8.854,96.0,9.588,107.0,69.0,54
D-ujar,Ujar,district,mobile,2019,3,16.267,7.216,30.4,9.11,47.0,31.0,25
D-yardymli,Yardymli,district,mobile,2019,3,22.297,8.755,81.87,6.32,15.0,10.0,10
D-yevlakh,Yevlakh,district,mobile,2019,3,30.497,14.633,34.94,18.202,65.0,33.0,28
D-zangilan,Zangilan,district,mobile,2019,3,20.008,4.522,29.0,7.634,4.0,4.0,3
D-zaqatala,Zaqatala,district,mobile,2019,3,25.102,11.432,87.81,18.571,36.0,28.0,27
D-zardab,Zardab,district,mobile,2019,3,6.635,4.126,39.87,4.426,15.0,12.0,12
C-baku,Baku,city,mobile,2019,4,35.594,19.275,23.37,31.031,14644.0,9992.0,1857
C-ganja,Ganja,city,mobile,2019,4,16.83,7.935,82.04,14.57,468.0,280.0,102
C-lankaran,Lankaran,city,mobile,2019,4,22.679,11.433,23.88,16.167,104.0,69.0,27
C-mingachevir,Mingachevir,city,mobile,2019,4,19.867,10.872,62.91,17.335,128.0,80.0,37
C-nakhchivan,Nakhchivan,city,mobile,2019,4,13.39,4.406,46.93,10.727,326.0,166.0,48
C-shaki,Shaki,city,mobile,2019,4,22.889,9.343,81.78,17.393,50.0,39.0,19
C-shirvan,Shirvan,city,mobile,2019,4,28.894,11.357,21.41,29.475,93.0,66.0,18
C-sumqayit,Sumqayit,city,mobile,2019,4,33.419,15.444,25.7,28.706,778.0,549.0,159
C-yevlakh,Yevlakh,city,mobile,2019,4,30.943,16.621,52.44,23.68,41.0,31.0,19
D-absheron,Absheron,district,mobile,2019,4,29.128,12.846,26.06,23.567,1050.0,626.0,229
D-agdam,Agdam,district,mobile,2019,4,17.318,7.528,36.44,8.142,9.0,7.0,6
D-agdash,Agdash,district,mobile,2019,4,21.017,7.699,31.83,16.119,46.0,32.0,22
D-aghjabadi,Aghjabadi,district,mobile,2019,4,12.921,4.788,54.39,11.868,31.0,22.0,18
D-agstafa,Agstafa,district,mobile,2019,4,17.824,10.221,73.18,19.674,73.0,51.0,25
D-agsu,Agsu,district,mobile,2019,4,15.735,5.661,56.64,11.341,67.0,25.0,22
D-astara,Astara,district,mobile,2019,4,21.064,8.195,28.47,19.76,66.0,43.0,36
D-babek,Babek,district,mobile,2019,4,13.112,4.056,38.99,8.744,75.0,32.0,27
D-balakan,Balakan,district,mobile,2019,4,18.271,9.429,79.59,14.121,167.0,76.0,43
D-barda,Barda,district,mobile,2019,4,20.575,11.617,31.0,18.216,84.0,56.0,40
D-beylagan,Beylagan,district,mobile,2019,4,16.465,6.693,29.06,8.9,80.0,32.0,21
D-bilasuvar,Bilasuvar,district,mobile,2019,4,18.047,9.013,26.34,18.613,38.0,22.0,18
D-dashkasan,Dashkasan,district,mobile,2019,4,17.813,7.892,91.91,17.13,11.0,7.0,6
D-fuzuli,Fuzuli,district,mobile,2019,4,7.525,3.433,58.75,4.677,12.0,7.0,7
D-gadabay,Gadabay,district,mobile,2019,4,14.611,4.418,70.13,11.685,23.0,17.0,16
D-gobustan,Gobustan,district,mobile,2019,4,34.149,14.608,25.28,40.06,18.0,14.0,14
D-goranboy,Goranboy,district,mobile,2019,4,20.993,12.208,81.38,19.576,63.0,40.0,36
D-goychay,Goychay,district,mobile,2019,4,23.948,10.558,29.35,19.533,135.0,84.0,48
D-goygol,Goygol,district,mobile,2019,4,26.194,11.529,68.09,13.603,137.0,73.0,54
D-hajigabul,Hajigabul,district,mobile,2019,4,18.523,9.036,25.34,19.466,167.0,87.0,62
D-imishli,Imishli,district,mobile,2019,4,17.394,8.356,30.17,13.438,94.0,62.0,43
D-ismailli,Ismailli,district,mobile,2019,4,23.368,10.086,32.2,12.479,30.0,23.0,22
D-jalilabad,Jalilabad,district,mobile,2019,4,17.465,10.956,27.6,15.677,131.0,59.0,40
D-julfa,Julfa,district,mobile,2019,4,26.392,4.455,43.93,19.725,27.0,21.0,19
D-kangarli,Kangarli,district,mobile,2019,4,26.588,10.493,54.89,19.448,9.0,8.0,8
D-khachmaz,Khachmaz,district,mobile,2019,4,26.66,12.278,24.67,20.976,207.0,123.0,75
D-khizi,Khizi,district,mobile,2019,4,17.34,3.854,105.57,11.441,14.0,14.0,14
D-khojavend,Khojavend,district,mobile,2019,4,1.304,0.086,210.0,1.304,1.0,1.0,1
D-kurdamir,Kurdamir,district,mobile,2019,4,19.055,9.901,26.58,21.02,36.0,30.0,28
D-lachin,Lachin,district,mobile,2019,4,12.514,6.432,31.67,10.45,3.0,3.0,2
D-lankaran,Lankaran,district,mobile,2019,4,25.986,9.236,27.33,23.59,113.0,75.0,58
D-lerik,Lerik,district,mobile,2019,4,18.186,11.2,77.38,13.566,8.0,6.0,6
D-masally,Masally,district,mobile,2019,4,27.863,10.389,24.26,24.521,106.0,81.0,66
D-neftchala,Neftchala,district,mobile,2019,4,23.804,7.922,30.47,21.739,106.0,64.0,31
D-oghuz,Oghuz,district,mobile,2019,4,27.268,15.47,28.9,16.341,41.0,25.0,21
D-ordubad,Ordubad,district,mobile,2019,4,35.322,4.352,32.48,30.495,21.0,16.0,14
D-qabala,Qabala,district,mobile,2019,4,22.506,10.024,33.51,20.015,144.0,101.0,76
D-qakh,Qakh,district,mobile,2019,4,22.944,8.354,75.67,30.361,9.0,7.0,7
D-qazakh,Qazakh,district,mobile,2019,4,19.643,9.389,70.63,13.935,89.0,53.0,43
D-quba,Quba,district,mobile,2019,4,20.835,8.744,26.61,20.847,220.0,147.0,88
D-qusar,Qusar,district,mobile,2019,4,25.587,10.571,33.9,16.59,133.0,98.0,67
D-saatly,Saatly,district,mobile,2019,4,19.566,6.528,24.33,18.86,52.0,37.0,28
D-sabirabad,Sabirabad,district,mobile,2019,4,23.468,10.678,47.79,18.666,58.0,40.0,25
D-sadarak,Sadarak,district,mobile,2019,4,17.81,5.204,68.17,13.643,6.0,5.0,5
D-salyan,Salyan,district,mobile,2019,4,29.835,10.752,27.8,24.437,121.0,65.0,55
D-samukh,Samukh,district,mobile,2019,4,20.217,13.517,71.65,21.186,26.0,17.0,16
D-shabran,Shabran,district,mobile,2019,4,27.401,16.142,33.26,20.396,70.0,45.0,28
D-shahbuz,Shahbuz,district,mobile,2019,4,40.363,4.664,22.45,31.53,11.0,6.0,6
D-shaki,Shaki,district,mobile,2019,4,16.527,7.675,70.04,12.509,46.0,27.0,25
D-shamakhi,Shamakhi,district,mobile,2019,4,21.044,9.336,29.18,19.292,84.0,37.0,32
D-shamkir,Shamkir,district,mobile,2019,4,16.806,9.69,77.16,12.826,159.0,107.0,70
D-sharur,Sharur,district,mobile,2019,4,25.297,4.452,30.29,15.158,58.0,34.0,26
D-siazan,Siazan,district,mobile,2019,4,36.618,16.849,26.06,35.897,33.0,30.0,27
D-tartar,Tartar,district,mobile,2019,4,9.443,6.259,62.65,6.828,23.0,18.0,13
D-tovuz,Tovuz,district,mobile,2019,4,21.118,12.637,75.62,13.516,60.0,43.0,30
D-ujar,Ujar,district,mobile,2019,4,22.86,6.508,32.52,15.1,29.0,16.0,15
D-yardymli,Yardymli,district,mobile,2019,4,54.005,7.489,79.82,41.897,11.0,10.0,10
